"sid","title","authors","year","doi","status","reason"
392,"Effect of Different Recoveries During HIIT Sessions on Metabolic and Cardiorespiratory Responses and Sprint Performance in Healthy Men","Germano, Moises D.; Sindorf, Marcio A. G.; Crisp, Alex H.; Braz, Tiago V.; Brigatto, Felipe A.; Nunes, Ana G.; Verlengia, Rozangela; Moreno, Marlene A.; Aoki, Marcelo S.; Lopes, Charles R.",2022,"10.1519/JSC.0000000000003423","included",
393,"Effects of acute inspiratory loading during treadmill running on cerebral, locomotor and respiratory muscle oxygenation in women soccer players","Caruso, Flavia Rossi; Archiza, Bruno; Andaku, Daniela Kuguimoto; Trimer, Renata; Bonjorno-Junior, Jose Carlos; de Oliveira, Claudio Ricardo; Libardi, Cleiton A.; Phillips, Shane A.; Arena, Ross; Mendes, Renata Goncalves; Borghi-Silva, Audrey",2020,"10.1016/j.resp.2020.103488","included",
394,"Hip muscular strength balance is associated with running economy in recreationally-trained endurance runners","Silva, Wallace A.; de Lira, Claudio Andre B.; Vancini, Rodrigo L.; Andrade, Marilia S.",2018,"10.7717/peerj.5219","included",
395,"Comparison of anthropometric, cardiovascular, autonomic, baroreflex sensitivity, aerobic fitness, inflammatory markers and oxidative stress parameters between first degree relatives of diabetes and controls","Sharma, Vivek Kumar; Nandeesha, Hanumanthappa; Vinod, Kolar Vishwanath; Subramanian, Senthil Kumar; Sankar, Devanarayanan Siva; Rajendran, Rajathi",2019,"10.1016/j.dsx.2018.11.047","included",
396,"Effects of macro- and micronutrients on exercise-induced hepcidin response in highly trained endurance athletes","Dahlquist, Dylan T.; Stellingwerff, Trent; Dieter, Brad P.; McKenzie, Donald C.; Koehle, Michael S.",2017,"10.1139/apnm-2017-0207","included",
397,"(V)over dotO(2) (max) assessment in athletes: A thorough method comparison study between Yo-Yo test and direct measurement","Longo, Aldo F.; Aquilino, Gustavo D.; Cardey, Marcelo L.; Lentini, Nestor A.",2017,"10.1016/j.apunts.2016.07.001","included",
398,"Systematic Assessment of Blood-Borne MicroRNAs Highlights Molecular Profiles of Endurance Sport and Carbohydrate Uptake","Kern, Fabian; Ludwig, Nicole; Backes, Christina; Maldener, Esther; Fehlmann, Tobias; Suleymanov, Rtur; Meese, Eckart; Hecksteden, Anne; Keller, Andreas; Meyer, Tim",2019,"10.3390/cells8091045","included",
399,"Depressive symptomology in multiple sclerosis: Disability, cardiorespiratory fitness and heart rate variability","Ensari, I.; Pilutti, L. A.; Motl, R. W.",2017,"10.1111/ane.12748","included",
400,"The effect of differentiation and TGF beta on mitochondrial respiration and mitochondrial enzyme abundance in cultured primary human skeletal muscle cells","Hoffmann, Christoph; Hoeckele, Selina; Kappler, Lisa; de Angelis, Martin Hrabe; Haering, Hans-Ulrich; Weigert, Cora",2018,"10.1038/s41598-017-18658-3","excluded_abstract","VO2 only estimated"
401,"The Relationship between Physical Activity Levels, Cardiorespiratory Fitness and Academic Achievement School-Age Children from Southern Spain","Avila-Garcia, Manuel; Baena-Ogalla, Nuria; Javier Huertas-Delgado, Francisco; Tercedor, Pablo; Villa-Gonzalez, Emilio",2020,"10.3390/su12083459","excluded_abstract","VO2 only estimated"
402,"The role of anthropometrics in predicting the maximum oxygen consumption in emergency medicine students","Heydari, Payam; Ghiasvand, Farzaneh; Varmazyar, Sakineh",2022,"10.3233/WOR-205218","excluded_abstract","VO2 only estimated"
403,"Exercise more or sit less? A randomized trial assessing the feasibility of two advice-based interventions in obese inactive adults","Overgaard K, Nannerup K, Lunen MKB, Maindal HT, Larsen RG.",2018,"10.1016/j.jsams.2017.10.037","included",
404,"The effects of menstrual cycle phase on the incidence of plateau at V<mml:mo></mml:mover>O2max and associated cardiorespiratory dynamics","Gordon, Dan; Scruton, Adrian; Barnes, Richard; Baker, James; Prado, Luciano; Merzbach, Viviane",2018,"10.1111/cpf.12469","included",
405,"Physiological and Perceptual Responses to Aerobic Exercise With and Without Blood Flow Restriction","Silva, Julio C. G.; Domingos-Gomes, Jarbas R.; Freitas, Eduardo D. S.; Neto, Gabriel R.; Aniceto, Rodrigo R.; Bemben, Michael G.; Lima-Dos-Santos, Adeilma; Cirilo-Sousa, Maria S.",2021,"10.1519/JSC.0000000000003178","included",
406,"The relationship between emotional intelligence, reaction time, aerobic capacity and performance in female track and field athletes at the Universities of Tehran","Maghsoudipour, Maryam; Shabani, Haniyeh; Najafabadi, Mahboubeh Ghayour; Bakhshi, Enayatollah; Coh, Paul",2018,"10.3233/WOR-182790","excluded_abstract","VO2 only estimated"
407,"Effects of endurance training on serum lipids","Fikenzer, Kati; Fikenzer, Sven; Laufs, Ulrich; Werner, Christian",2018,"10.1016/j.vph.2017.11.005","excluded_abstract","no primary research"
408,"Moving beyond size: vorticity and energy loss are correlated with right ventricular dysfunction and exercise intolerance in repaired Tetralogy of Fallot","Loke YH, Capuano F, Cleveland V, Mandell JG, Balaras E, Olivieri LJ.",2021,"10.1186/s12968-021-00789-2","included",
409,"Cardiovascular Effects of Compression Garments During Uncompensable Heat Stress","Bautz J, Hostler D, Khorana P, Suyama J.",2021,"10.1519/JSC.0000000000002852","included",
410,"Perceptions and Utilization of Strength Training and Conditioning in Collegiate Contemporary and Ballet Dancers A Qualitative Approach","Rosenthal, Miriam; McPherson, Alyssa M.; Docherty, Carrie L.; Klossner, Joanne",2021,"10.21091/mppa.2021.2012","excluded_abstract","VO2 only estimated"
411,"Endothelial Vasodilation After a High-Volume Training Load and Tapered Training in Collegiate Female Swimmers","Weihl FM, Van Guilder GP.",2021,"10.1519/JSC.0000000000002769","included",
412,"The trichloroethylene metabolite S-(1,2-dichlorovinyl)-L-cysteine induces progressive mitochondrial dysfunction in HTR-8/SVneo trophoblasts","Elkin, Elana R.; Bridges, Dave; Loch-Caruso, Rita",2019,"10.1016/j.tox.2019.152283","excluded_abstract","VO2 only estimated"
413,"Energy metabolism during exercise in patients with Î²-enolase deficiency (GSDXIII)","Buch AE, Musumeci O, Wigley R, Stemmerik MPG, Eisum AV, Madsen KL, Preisler N, Hilton-Jones D, Quinlivan R, Toscano A, Vissing J.",2021,"10.1002/jmd2.12232","included",
414,"Acute and Chronic Exercise in Animal Models","Vu Thi Thu; Kim, Hyoung Kyu; Han, Jin",2017,"10.1007/978-981-10-4307-9_4","excluded_abstract","no primary research"
415,"Relationship Between Aerobic Capacity With Oxidative Stress and Inflammation Biomarkers in the Blood of Older Mexican Urban-Dwelling Population","Rosado-Perez, Juana; Manuel Mendoza-Nunez, Victor",2018,"10.1177/1559325818773000","excluded_abstract","VO2 only estimated"
416,"Safety Concerns regarding article: Reliability and Validity of a Self-paced Cardiopulmonary Exercise Test in Post-MIPatients. L. A. Jenkins, A. Mauger, J. Fisher, J. Hopker. Int J Sports Med 2017; 38: 300-306","Selig, S. E.; Borg, G. A. V.; Runciman, W.; La Gerche, A.; Davison, K.; Coquart, J.; Eston, R. G.",2017,"10.1055/s-0043-111850","excluded_abstract","no primary research"
417,"Comparison of Environmental Conditions on Summits of Mount Everest and K2 in Climbing and Midwinter Seasons","Szymczak, Robert K.; Pyka, Michal K.; Grzywacz, Tomasz; Marosz, Michal; Naczyk, Marta; Sawicka, Magdalena",2021,"10.3390/ijerph18063040","excluded_abstract","no primary research"
418,"Cardiorespiratory fitness associated to teenagers' fat: VO2max cutoff point","Smouter, Leandro; Smolarek, Andre de Camargo; de Souza, William Cordeiro; de Lima, Valderi de Abreu; Gomes Mascarenhas, Luis Paulo",2019,"10.1590/1984-0462/;2019;37;1;00017","excluded_abstract","VO2 only estimated"
419,"Inhaled nitric oxide does not improve maximal oxygen consumption in endurance trained and untrained healthy individuals","Brotto, Andrew R.; Phillips, Devin B.; Meah, Victoria L.; Ross, Bryan A.; Fuhr, Desi P.; Beaudry, Rhys I.; van Diepen, Sean; Stickland, Michael K.",2022,"10.1007/s00421-021-04866-3","included",
420,"Assessing the ability of the Fitbit Charge 2 to accurately predict VO(2max)","Freeberg KA, Baughman BR, Vickey T, Sullivan JA, Sawyer BJ.",2019,"10.21037/mhealth.2019.09.07","included",
421,"Effects of self-paced high-intensity interval training and moderate- intensity continuous training on the physical performance and psychophysiological responses in recreationally active young adults","Soylu, Yusuf; Arslan, Ersan; Sogut, Mustafa; Kilit, Bulent; Clemente, Filipe",2021,"10.5114/biolsport.2021.100359","excluded_abstract","VO2 only estimated"
422,"Validity of P-peak to R-peak interval compared to classical PR-interval to assess dynamic beat-to-beat AV conduction variability on surface electrocardiogram","Nasario-Junior, Olivasse; Benchimol-Barbosa, Paulo Roberto; Nadal, Jurandir",2018,"10.1088/2057-1976/aab814","included",
423,"Role of physical activity and fitness on sleep in sedentary middle-aged adults: the FIT-AGEING study","Mochon-Benguigui, Sol; Carneiro-Barrera, Almudena; Castillo, Manuel J.; Amaro-Gahete, Francisco J.",2021,"10.1038/s41598-020-79355-2","included",
424,"Enhanced External Counterpulsation Efficacy on Exercise Endurance in COPD Patients and Healthy Subjects: A Pilot Randomized Clinical Trial","Zhao, Mingming; Huang, Yanqun; Li, Lian; Zhou, Ling; Wu, Zhixin; Liu, Yujun; Zhang, Haozhe; Hu, Caiyou",2020,"10.2147/COPD.S225566","included",
425,"Efficacy of an exercise intervention among children with comorbid asthma and obesity","Lucas, J. A.; Moonie, S.; Hogan, M. B.; Evans, W. N.",2018,"10.1016/j.puhe.2018.02.014","included",
426,"Effects of HRV-Guided vs. Predetermined Block Training on Performance, HRV and Serum Hormones","Nuuttila, Olli-Pekka; Nikander, Aku; Polomoshnov, Dmitry; Laukkanen, Jari Antero; Hakkinen, Keijo",2017,"10.1055/s-0043-115122","included",
427,"Physical and physiological profile of Iranian world-class karate athletes","Arazi, Hamid; Izadi, Mani",2017,"10.1515/bhk-2017-0017","included",
428,"The Optimal Weight Carriage System for Runners: Comparison Between Handheld Water Bottles, Waist Belts, and Backpacks","Scheer V, Vieluf S, Bitter N, Christ L, Heitkamp HC.",2020,"10.3389/fphys.2020.571221","included",
429,"Physical Fitness, Physical Activity, Sedentary Behavior, or Diet-What Are the Correlates of Obesity in Polish School Children?","CzyÅ¼ SH, Toriola AL, StaroÅ›ciak W, Lewandowski M, Paul Y, Oyeyemi AL.",2017,"10.3390/ijerph14060664","included",
430,"Deciphering (V) over dot(O2,max): limits of the genetic approach","Hoppeler, Hans",2018,"10.1242/jeb.164327","excluded_abstract","no primary research"
431,"Anaerobic Capacityestimated in A Single Supramaximal Test in Cycling: Validity and Reliability Analysis","Miyagi, Willian Eiji; Bonetti de Poli, Rodrigo de Araujo; Papoti, Marcelo; Bertuzzi, Romulo; Zagatto, Alessandro Moura",2017,"10.1038/srep42485","included",
432,"Nordic Walking at Maximal Fat Oxidation Intensity Decreases Circulating Asprosin and Visceral Obesity in Women With Metabolic Disorders","Kantorowicz, Malgorzata; Szymura, Jadwiga; Szygula, Zbigniew; Kusmierczyk, Justyna; Maciejczyk, Marcin; Wiecek, Magdalena",2021,"10.3389/fphys.2021.726783","included",
433,"Implication of Blood Rheology and Pulmonary Hemodynamics on Exercise-Induced Hypoxemia at Sea Level and Altitude in Athletes","Raberin, Antoine; Nader, Elie; Ayerbe, Jorge Lopez; Mucci, Patrick; Pialoux, Vincent; Meric, Henri; Connes, Philippe; Durand, Fabienne",2021,"10.1123/ijsnem.2021-0013","included",
434,"The Differential Effect of Treadmill Exercise Intensity on Hippocampal Soluble A beta and Lipid Metabolism in APP/PS1 Mice","Zeng, B.; Zhao, G.; Liu, H. L.",2020,"10.1016/j.neuroscience.2020.01.005","excluded_abstract","reasearch not in humans"
435,"Near-normalization of glycaemic control with glucagon-like peptide-1 receptor agonist treatment combined with exercise in patients with type 2 diabetes","Mensberg, P.; Nyby, S.; Jorgensen, P. G.; Storgaard, H.; Jensen, M. T.; Sivertsen, J.; Holst, J. J.; Kiens, B.; Richter, E. A.; Knop, F. K.; Vilsboll, T.",2017,"10.1111/dom.12797","included",
436,"The combined effect of sprint interval training and postexercise blood flow restriction on critical power, capillary growth, and mitochondrial proteins in trained cyclists","Mitchell, Emma A.; Martin, Neil R. W.; Turner, Mark C.; Taylor, Conor W.; Ferguson, Richard A.",2019,"10.1152/japplphysiol.01082.2017","included",
437,"Peripheral chemoresponsiveness during exercise in male athletes with exercise-induced arterial hypoxaemia","Granger EA, Cooper TK, Hopkins SR, McKenzie DC, Dominelli P.",2020,"10.1113/EP088639","included",
438,"Acetazolamide reduces exercise capacity following a 5-day ascent to 4559 m in a randomised study","Bradwell, Arthur R.; Ashdown, Kimberley; Rue, Carla; Delamere, John; Thomas, Owen D.; Lucas, Samuel J. E.; Wright, Alex D.; Harris, Stephen J.; Myers, Stephen D.",2018,"10.1136/bmjsem-2017-000302","included",
439,"The complex relationship between effort and heart rate: a hint from dynamic analysis","Mongin, Denis; Chabert, C.; Uribe Caparros, A.; Guzman, J. F. Vico; Hue, O.; Alvero-Cruz, J. R.; Courvoisier, D. S.",2020,"10.1088/1361-6579/abbb6e","excluded_abstract","no primary research"
440,"The potential of a ketogenic diet to minimize effects of the metabolic fault in glycogen storage disease V and VII","Reason, Stacey L.; Godfrey, Richard J.",2020,"10.1097/MED.0000000000000567","excluded_abstract","no primary research"
441,"Effects of diet before endurance exercise on hepcidin response in young untrained females","Hayashi N, Ishibashi A, Goto K.",2018,"10.20463/jenb.2018.0030","included",
442,"The effect of carbohydrate and protein co-ingestion on energy substrate metabolism, sense of effort, and affective responses during prolonged strenuous endurance exercise","Qin, L.; Wong, S. H.; Sun, F. -H.; Huang, Y.; Sheridan, S.; Sit, C. H. P.",2017,"10.1016/j.physbeh.2017.02.035","included",
443,"Cardiovascular risk profile, oxygen uptake, and perceived exertion rate in children with obesity: the interactive effect of exercise intensity and duration","Elnaggar, Ragab K.; Elshazly, Fathy A.; Abdelbasset, Walid K.; Ahmed, Ahmed S.",2019,"10.2147/DMSO.S197642","included",
444,"Effects of altered pyruvate dehydrogenase activity on contracting skeletal muscle bioenergetics","Kasper, Jonathan D.; Meyer, Ronald A.; Beard, Daniel A.; Wiseman, Robert W.",2019,"10.1152/ajpregu.00321.2018","excluded_abstract","reasearch not in humans"
445,"Effect of an Acute Bout of Endurance Exercise on Serum 25(OH)D Concentrations in Young Adults","Sun, Xiaomin; Cao, Zhen-Bo; Taniguchi, Hirokazu; Tanisawa, Kumpei; Higuchi, Mitsuru",2017,"10.1210/jc.2017-00146","included",
446,"High-intensity aerobic interval training improves aerobic fitness and HbA1c among persons diagnosed with type 2 diabetes","Stoa, Eva Maria; Meling, Sondre; Nyhus, Lill-Katrin; Stromstad, Glenn; Mangerud, Karl Magnus; Helgerud, Jan; Bratland-Sanda, Solfrid; Storen, Oyvind",2017,"10.1007/s00421-017-3540-1","included",
447,"Exercise and cardiovascular load in workers with high occupational physical activity","Lee, Soo-Jin; Moon, Myung-Kug; Choi, Won-Jun; Jang, Tae-Won",2020,"10.1080/19338244.2019.1657059","included",
448,"Influence of carbohydrate gel Energel. Endurance on athlete's workability","Vdovenko, N. V.; Maidanuyk, E., V; Ivanova, A. M.; Hrobatenko, A., V",2017,"10.15561/18189172.2017.0208","included",
449,"Local and Remote Ischemic Preconditioning Improves Sprint Interval Exercise Performance in Team Sport Athletes","Cheng, Ching-Feng; Kuo, Yu-Hsuan; Hsu, Wei-Chieh; Chen, Chu; Pan, Chi-Hsueh",2021,"10.3390/ijerph182010653","included",
450,"Non-combative taekwondo evokes highly anaerobic physiological responses in elite-level athletes: potential evidence for a new training modality","Yang, Chun-Yeol; Thurston, Taylor S.; Cho, Eun-Hyung; Cho, Joon-Yong; Koo, Jung-Hoon",2019,"10.23736/S0022-4707.18.09365-9","included",
451,"Skeletal muscle metabolism in rats with low and high intrinsic aerobic capacity: Effect of aging and exercise training","Shi, Mingshu; Ellingsen, Oyvind; Bathen, Tone Frost; Hoydal, Morten A.; Koch, Lauren G.; Britton, Steven L.; Wisloff, Ulrik; Stolen, Tomas O.; Esmaeili, Morteza",2018,"10.1371/journal.pone.0208703","excluded_abstract","reasearch not in humans"
452,"The relationship between vitamin D status, intake and exercise performance in UK University-level athletes and healthy inactive controls","Wilson-Barnes, Saskia L.; Hunt, Julie E. A.; Mendis, Jeewaka; Williams, Emma L.; King, David; Roberts, Harry; Lanham-New, Susan A.; Manders, Ralph J. F.",2021,"10.1371/journal.pone.0249671","included",
453,"Pacing strategy during the final stage of a self-paced (SPV) test does not affect maximal oxygen uptake","Hanson, Nicholas J.; Reid, Carter R.; Cornwell, Kaitlin M.; Lee, Taylor L.; Scheadler, Cory M.",2017,"10.1007/s00421-017-3656-3","included",
454,"The acute physiological and perceptual effects of recovery interval intensity during cycling-based high-intensity interval training","Fennell, Christopher R. J.; Hopker, James G.",2021,"10.1007/s00421-020-04535-x","included",
455,"The Validity of the YMCA 3-Minute Step Test for Estimating Maximal Oxygen Uptake in Healthy Korean and Vietnamese Adults","Kieu NTV, Jung SJ, Shin SW, Jung HW, Jung ES, Won YH, Kim YG, Chae SW.",2020,"10.15280/jlm.2020.10.1.21","included",
456,"Association of Carotenoids Concentration in Blood with Physical Performance in Korean Adolescents: The 2018 National Fitness Award Project","Jeong, Dawn; Park, Saejong; Kim, Hyesook; Kwon, Oran",2020,"10.3390/nu12061821","excluded_abstract","VO2 only estimated"
457,"Exercise intervention on cardiovascular disease risk factors in a university population in the United Arab Emirates","Dalibalta S, Mirshafiei F, Davison G.",2017,"10.1515/ijamh-2016-0132","included",
458,"Active Video Games versus Traditional Exercises: Energy Expenditure and Blood Lactate Responses","Cakir-Atabek, Hayriye; Aygun, Cihan; Dokumaci, Bircan",2020,"10.1080/02701367.2019.1653431","included",
459,"Critical Speed as a Measure of Aerobic Fitness for Male Rugby Union Players","Kramer, Mark; Watson, Mark; Du Randt, Rosa; Pettitt, Robert W.",2019,"10.1123/ijspp.2018-0411","excluded_abstract","VO2 only estimated"
460,"Physical activity when riding an electric assisted bicycle","Berntsen, Sveinung; Malnes, Lena; Langaker, Aleksander; Bere, Elling",2017,"10.1186/s12966-017-0513-z","included",
461,"Similar Cardioventilatory but Greater Neuromuscular Stimuli With Interval Drop Jump Than With Interval Running","Ducrocq GP, Hureau TJ, Meste O, Blain GM.",2019,"10.1123/ijspp.2019-0031","included",
462,"The molecular and metabolic program by which white adipocytes adapt to cool physiologic temperatures","Mori, Hiroyuki; Dugan, Colleen E.; Nishii, Akira; Benchamana, Ameena; Li, Ziru; Cadenhead, Thomas S.; Das, Arun K.; Evans, Charles R.; Overmyer, Katherine A.; Romanelli, Steven M.; Peterson, Sydney K.; Bagchi, Devika P.; Corsa, Callie A.; Hardij, Julie; Learman, Brian S.; El Azzouny, Mahmoud; Coon, Joshua J.; Inoki, Ken; MacDougald, Ormond A.",2021,"10.1371/journal.pbio.3000988","excluded_abstract","VO2 only estimated"
463,"Validity of maximal oxygen consumption prediction equations in young Saudi females","Almakhaita, Marwah M.; Al Asoom, Lubna I.; Rafique, Nazish; Latif, Rabia; Alduhishy, Anas M.",2019,"10.15537/smj.2019.8.24332","included",
464,"Predicting Recreational Runners' Marathon Performance Time During Their Training Preparation","Esteve-Lanao, Jonathan; Del Rosso, Sebastian; Larumbe-Zabala, Eneko; Cardona, Claudia; Alcocer-Gamboa, Alberto; Boullosa, Daniel A.",2021,"10.1519/JSC.0000000000003199","included",
465,"A Better Cardiopulmonary Fitness Is Associated with Improved Concentration Level and Health-Related Quality of Life in Primary School Children","KÃ¶ble K, Postler T, Oberhoffer-Fritz R, Schulz T.",2022,"10.3390/jcm11051326","excluded_abstract","VO2 only estimated"
466,"The time course of adaptations in thermoneutral maximal oxygen consumption following heat acclimation","Waldron, Mark; Jeffries, O.; Tallent, J.; Patterson, S.; Nevola, V",2019,"10.1007/s00421-019-04218-2","included",
467,"Influence of Shoe Mass on Performance and Running Economy in Trained Runners","Rodrigo-Carranza, Victor; Gonzalez-Mohino, Fernando; Santos-Concejero, Jordan; Maria Gonzalez-Rave, Jose",2020,"10.3389/fphys.2020.573660","included",
468,"How Is Pulmonary Function and Exercise Tolerance Affected in Patients With AIS Who Have Undergone Spinal Fusion?","Jeans KA, Lovejoy JF, Karol LA, McClung AM.",2017,"10.1016/j.jspd.2017.04.001","excluded_abstract","VO2 only estimated"
469,"Glucose and Fructose Hydrogel Enhances Running Performance, Exogenous Carbohydrate Oxidation, and Gastrointestinal Tolerance","Rowe JT, King RFGJ, King AJ, Morrison DJ, Preston T, Wilson OJ, O'Hara JP.",2022,"10.1249/MSS.0000000000002764","included",
470,"Menstrual and oral contraceptive cycle phases do not affect submaximal and maximal exercise responses","Mattu, Anmol T.; Iannetta, Danilo; MacInnis, Martin J.; Doyle-Baker, Patricia K.; Murias, Juan M.",2020,"10.1111/sms.13590","included",
471,"An Examination and Critique of Current Methods to Determine Exercise Intensity","Jamnick, Nicholas A.; Pettitt, Robert W.; Granata, Cesare; Pyne, David B.; Bishop, David J.",2020,"10.1007/s40279-020-01322-8","excluded_abstract","no primary research"
472,"Putative Survival Advantages in Young Apolipoprotein epsilon 4 Carriers are Associated with Increased Neural Stress","Smith, Carr J.; Ashford, J. Wesson; Perfetti, Thomas A.",2019,"10.3233/JAD-181089","excluded_abstract","no primary research"
473,"The effects of beetroot juice supplementation on exercise economy, rating of perceived exertion and running mechanics in elite distance runners: A double-blinded, randomized study","Balsalobre-FernÃ¡ndez C, Romero-Moraleda B, Cupeiro R, Peinado AB, ButragueÃ±o J, Benito PJ.",2018,"10.1371/journal.pone.0200517","included",
474,"Cardiorespiratory fitness assessment using risk-stratified exercise testing and dose-response relationships with disease outcomes","Gonzales, Tomas, I; Westgate, Kate; Strain, Tessa; Hollidge, Stefanie; Jeon, Justin; Christensen, Dirk L.; Jensen, Jorgen; Wareham, Nicholas J.; Brage, Soren",2021,"10.1038/s41598-021-94768-3","excluded_abstract","no primary research"
475,"Elevated Nicotinamide Phosphoribosyl Transferase in Skeletal Muscle Augments Exercise Performance and Mitochondrial Respiratory Capacity Following Exercise Training","Brouwers B, Stephens NA, Costford SR, Hopf ME, Ayala JE, Yi F, Xie H, Li JL, Gardell SJ, Sparks LM, Smith SR.",2018,"10.3389/fphys.2018.00704","excluded_abstract","reasearch not in humans"
476,"Exercise performance increase in smokeless tobacco-user athletes after overnight nicotine abstinence","Zandonai, Thomas; Tam, Enrico; Bruseghini, Paolo; Capelli, Carlo; Baraldo, Massimo; Chiamulera, Cristiano",2019,"10.1111/sms.13333","included",
477,"Adrenocortical and bioenergetic responses to cold in laboratory-born northern red-backed voles (Myodes rutilus) from two populations in south Siberia, Russia","Polikarpov, I. A.; Titova, T. V.; Kondratyuk, E. Yu.; Novikov, E. A.",2018,"10.1139/cjz-2016-0314","excluded_abstract","no primary research"
478,"Transition duration of ingested deuterium oxide to eccrine sweat during exercise in the heat","Church, Adam; Lee, Fanny; Buono, Michael J.",2017,"10.1016/j.jtherbio.2016.11.018","included",
479,"Acute effect of dynamic stretching or running on endurance running performance in well-trained male runners","Yamaguchi, Taichi; Takizawa, Kazuki; Shibata, Keisuke; Tomabechi, Nobuyasu; Samukawa, Mina; Yamanaka, Masanori",2020,"10.23736/S0393-3660.18.03987-6","included",
480,"Correlation between running impacts and VO2max in young football players through GPS technology","Albano, Daniele; Serra, Enrico; Vastola, Rodolfo",2019,"10.14198/jhse.2019.14.Proc5.20","excluded_abstract","VO2 only estimated"
481,"Running economy in recreational male and female runners with similar levels of cardiovascular fitness","Mendonca, Goncalo, V; Matos, Pedro; Correia, Joana M.",2020,"10.1152/japplphysiol.00349.2020","included",
482,"Relationships between Vitamin D and Selected Cytokines and Hemogram Parameters in Professional Football Players-Pilot Study","Ksiazek, Anna; Zagrodna, Aleksandra; Bohdanowicz-Pawlak, Anna; Lwow, Felicja; Slowinska-Lisowska, Malgorzata",2021,"10.3390/ijerph18137124","included",
483,"Occupational Disorders, Daily Workload, and Fitness Levels Among Fitness and Swimming Instructors","Merati, Giampiero; Bonato, Matteo; Agnello, Luca; Grevers, Dorothee; Gunga, Hanns-Christian; Mendt, Stefan; Maggioni, Martina Anna",2021,"10.3389/fpubh.2021.666019","included",
484,"Does polycystic ovary syndrome with phenotype D affect the cardiovascular endurance, core endurance, body awareness, and the quality of life? A prospective, controlled study","Dogan, Hanife; Caltekin, Melike Demir",2021,"10.4274/tjod.galenos.2021.72547","excluded_abstract","VO2 only estimated"
485,"Impact of 8weeks of repeated ischemic preconditioning on running performance","Slysz, Joshua T.; Burr, Jamie F.",2019,"10.1007/s00421-019-04133-6","included",
486,"COVID-19 and physical activity in sedentary individuals: differences in metabolic, cardiovascular, and respiratory responses during aerobic exercise performed with and without a surgical face masks","Umutlu G, Acar NE, Sinar DS, Akarsu G, GÃ¼ven E, Yildirim Ä°.",2021,"10.23736/S0022-4707.21.12313-8","included",
487,"Irisin interaction with adipose tissue secretions by exercise training and flaxseed oil supplement","Shirvani, Hossein; Rahmati-Ahmadabad, Saleh",2019,"10.1186/s12944-019-0960-4","excluded_abstract","reasearch not in humans"
488,"Sex Differences In The Optimal Intensity For Cycle Ergometer Verification Of VO2max","Sawyer, Brandon J.; Unkefer, Janie C.; Freeberg, Kaiti A.; Gagnon, Stephanie D.; McMahon, Nicholas; Pattison, Kai; Beers, Jennifer M.; Baughman, Brett B.",2017,"10.1249/01.mss.0000518994.17089.28","included",
489,"The 6-minute walk test is a good predictor of cardiorespiratory fitness in childhood cancer survivors when access to comprehensive testing is limited","Mizrahi, David; Fardell, Joanna E.; Cohn, Richard J.; Partin, Robyn E.; Howell, Carrie R.; Hudson, Melissa M.; Robison, Leslie L.; Ness, Kirsten K.; McBride, Jamie; Field, Penelope; Wakefield, Claire E.; Simar, David",2020,"10.1002/ijc.32819","included",
490,"Investigation into the validity of 4 equations to predict the maximum oxygen consumption of individuals after stroke","Peniche, Paula da Cruz; Aguiar, Larissa Tavares; Ferreira dos Reis, Maria Teresa; Coelho de Morais Faria, Christina Danielli",2022,"10.1016/j.rehab.2021.101584","excluded_abstract","no primary research"
491,"Exercise stress echocardiography of the pulmonary circulation and right ventricular-arterial coupling in healthy adolescents","Forton K, Motoji Y, Caravita S, Faoro V, Naeije R.",2021,"10.1093/ehjci/jeaa085","excluded_abstract","VO2 only estimated"
492,"Quality of life related to health and habits: Differences between adolescents in rural and urban environments","Boraita RJ, Alsina DA, Ibort EG, Torres JMD.",2022,"10.1016/j.anpede.2020.11.016","included",
493,"The Effect of Caffeine Ingestion and Carbohydrate Mouth Rinse on High-Intensity Running Performance","Germaine, Mark; Collins, Kieran; Shortall, Marcus",2019,"10.3390/sports7030063","included",
494,"Applicability of Field Aerobic Fitness Tests in Soccer: Which One to Choose?","Bok D, Foster C.",2021,"10.3390/jfmk6030069","excluded_abstract","no primary research"
495,"The Associations between Physical Fitness, Complex vs Simple Movement, and Academic Achievement in a Cohort of Fourth Graders","Ryu JS, Chung HR, Meador BM, Seo Y, Kim KO.",2021,"10.3390/ijerph18052293","included",
496,"Cardiorespiratory Fitness Is Inversely Associated With Clustering of Metabolic Syndrome Risk Factors: The Ball State Adult Fitness Program Longitudinal Lifestyle Study","Kelley E, Imboden MT, Harber MP, Finch H, Kaminsky LA, Whaley MH.",2018,"10.1016/j.mayocpiqo.2018.03.001","included",
497,"Maintaining a clinical weight loss after intensive lifestyle intervention is the key to cardiometabolic health","Dandanell, Sune; Skovborg, Camilla; Praest, Charlotte Boslev; Kristensen, Kasper Bogh; Nielsen, Malene Glerup; Lionett, Sofie; Jorgensen, Sofie Drevsholt; Vigelso, Andreas; Dela, Flemming; Helge, Jorn Wulff",2017,"10.1016/j.orcp.2016.09.009","included",
