PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29651953","Comparison Between Supervised and Partly Supervised Cardiac Rehabilitation Protocols in Hypertensive Patients: A Randomized Controlled Trial","Parreira LB, de Oliveira Vitorino PV, Jardim PCBV, Sousa ALL, Jardim TV, de Moura Sousa W, Justo AFO, Barroso WKS.","Curr Hypertens Rev. 2018;14(2):161-169. doi: 10.2174/1573402114666180413121016.","Parreira LB","Curr Hypertens Rev","2018","2018/04/14","","","10.2174/1573402114666180413121016"
"29651415","Longitudinal Changes in Physical Activity Level, Body Mass Index, and Oxygen Uptake Among Norwegian Adolescents","Lagestad P, van den Tillaar R, Mamen A.","Front Public Health. 2018 Mar 29;6:97. doi: 10.3389/fpubh.2018.00097. eCollection 2018.","Lagestad P","Front Public Health","2018","2018/04/14","PMC5884877","","10.3389/fpubh.2018.00097"
"29651166","Energy expenditure for massage therapists during performing selected classical massage techniques","Więcek M, Szymura J, Maciejczyk M, Szyguła Z, Cempla J, Borkowski M.","Int J Occup Med Environ Health. 2018 Oct 24;31(5):677-684. doi: 10.13075/ijomeh.1896.01237. Epub 2018 Apr 11.","Więcek M","Int J Occup Med Environ Health","2018","2018/04/14","","","10.13075/ijomeh.1896.01237"
"29648517","Preliminary evidence of reductive stress in human cytotoxic T cells following exercise","Wadley AJ, Holliday A, Morgan RG, Heesom KJ, Aldred S, Peters DM, Bueno AA, Coles SJ.","J Appl Physiol (1985). 2018 Aug 1;125(2):586-595. doi: 10.1152/japplphysiol.01137.2017. Epub 2018 Apr 12.","Wadley AJ","J Appl Physiol (1985)","2018","2018/04/13","","","10.1152/japplphysiol.01137.2017"
"29644889","Comparing exercise responses to aerobic plus resistance training between postmenopausal breast cancer survivors undergoing aromatase inhibitor therapy and healthy women","de Paulo TRS, Winters-Stone KM, Viezel J, Rossi FE, Aro BL, Trindade ACAC, Codogno JS, Freitas Junior IF.","Disabil Rehabil. 2019 Sep;41(18):2175-2182. doi: 10.1080/09638288.2018.1460877. Epub 2018 Apr 12.","de Paulo TRS","Disabil Rehabil","2019","2018/04/13","","","10.1080/09638288.2018.1460877"
"29644357","The inhibitory effect of Manuka honey on human colon cancer HCT-116 and LoVo cell growth. Part 2: Induction of oxidative stress, alteration of mitochondrial respiration and glycolysis, and suppression of metastatic ability","Afrin S , Giampieri F , Gasparrini M , Forbes-Hernández TY , Cianciosi D , Reboredo-Rodriguez P , Manna PP , Zhang J , Quiles JL , Battino M .","Food Funct. 2018 Apr 25;9(4):2158-2170. doi: 10.1039/c8fo00165k.","Afrin S","Food Funct","2018","2018/04/13","","","10.1039/c8fo00165k"
"29643605","Effect of aquatic versus land based exercise programs on physical performance in severely burned patients: a randomized controlled trial","Zoheiry IM, Ashem HN, Ahmed HAH, Abbas R.","J Phys Ther Sci. 2017 Dec;29(12):2201-2205. doi: 10.1589/jpts.29.2201. Epub 2017 Dec 13.","Zoheiry IM","J Phys Ther Sci","2017","2018/04/13","PMC5890231","","10.1589/jpts.29.2201"
"29635381","Physical, Physiological, and Dietary Comparisons Between Marine Corps Forces Special Operations Command Critical Skills Operators and Enablers","Royer SD, Thomas DT, Winters JD, Abt JP, Best S, Poploski KM, Zalaiskalns A, Lephart SM.","Mil Med. 2018 Nov 1;183(11-12):e341-e347. doi: 10.1093/milmed/usy049.","Royer SD","Mil Med","2018","2018/04/11","","","10.1093/milmed/usy049"
"29631106","Protein supplementation enhances cerebral oxygenation during exercise in elite basketball players","Ho CF, Jiao Y, Wei B, Yang Z, Wang HY, Wu YY, Yang C, Tseng KW, Huang CY, Chen CY, Kuo CH.","Nutrition. 2018 Sep;53:34-37. doi: 10.1016/j.nut.2018.01.015. Epub 2018 Feb 5.","Ho CF","Nutrition","2018","2018/04/10","","","10.1016/j.nut.2018.01.015"
"29626044","Efficacy of iron supplementation on fatigue and physical capacity in non-anaemic iron-deficient adults: a systematic review of randomised controlled trials","Houston BL, Hurrie D, Graham J, Perija B, Rimmer E, Rabbani R, Bernstein CN, Turgeon AF, Fergusson DA, Houston DS, Abou-Setta AM, Zarychanski R.","BMJ Open. 2018 Apr 5;8(4):e019240. doi: 10.1136/bmjopen-2017-019240.","Houston BL","BMJ Open","2018","2018/04/08","PMC5892776","","10.1136/bmjopen-2017-019240"
"29625622","Effect of exercise on pain and functional capacity in breast cancer patients","Reis AD, Pereira PTVT, Diniz RR, de Castro Filha JGL, Dos Santos AM, Ramallo BT, Filho FAA, Navarro F, Garcia JBS.","Health Qual Life Outcomes. 2018 Apr 6;16(1):58. doi: 10.1186/s12955-018-0882-2.","Reis AD","Health Qual Life Outcomes","2018","2018/04/08","PMC5889570","","10.1186/s12955-018-0882-2"
"29621810","[Secondary Full Title: Effects of high intensity interval training in plain and uphill regarding physical performance]","Marterer N, Menz V, Burtscher M.","Sportverletz Sportschaden. 2018 Jun;32(2):120-124. doi: 10.1055/a-0575-2965. Epub 2018 Apr 5.","Marterer N","Sportverletz Sportschaden","2018","2018/04/06","","","10.1055/a-0575-2965"
"29619595","New Zealand blackcurrant extract enhances fat oxidation during prolonged cycling in endurance-trained females","Strauss JA, Willems MET, Shepherd SO.","Eur J Appl Physiol. 2018 Jun;118(6):1265-1272. doi: 10.1007/s00421-018-3858-3. Epub 2018 Apr 4.","Strauss JA","Eur J Appl Physiol","2018","2018/04/06","PMC5966492","","10.1007/s00421-018-3858-3"
"29618981","Influence of Endurance Training During Childhood on Total Hemoglobin Mass","Prommer N, Wachsmuth N, Thieme I, Wachsmuth C, Mancera-Soto EM, Hohmann A, Schmidt WFJ.","Front Physiol. 2018 Mar 21;9:251. doi: 10.3389/fphys.2018.00251. eCollection 2018.","Prommer N","Front Physiol","2018","2018/04/06","PMC5871736","","10.3389/fphys.2018.00251"
"29618979","Improvements in Attention and Cardiac Autonomic Modulation After a 2-Weeks Sprint Interval Training Program: A Fidelity Approach","de Sousa AFM, Medeiros AR, Benitez-Flores S, Del Rosso S, Stults-Kolehmainen M, Boullosa DA.","Front Physiol. 2018 Mar 21;9:241. doi: 10.3389/fphys.2018.00241. eCollection 2018.","de Sousa AFM","Front Physiol","2018","2018/04/06","PMC5871711","","10.3389/fphys.2018.00241"
"29615923","Mental Fatigue Alters Cortical Activation and Psychological Responses, Impairing Performance in a Distance-Based Cycling Trial","Pires FO, Silva-Júnior FL, Brietzke C, Franco-Alvarenga PE, Pinheiro FA, de França NM, Teixeira S, Meireles Santos T.","Front Physiol. 2018 Mar 16;9:227. doi: 10.3389/fphys.2018.00227. eCollection 2018.","Pires FO","Front Physiol","2018","2018/04/05","PMC5864900","","10.3389/fphys.2018.00227"
"29613950","Immediate effects of blood donation on physical and cognitive performance-A randomized controlled double-blinded trial","Eliassen HS, Hervig T, Backlund S, Sivertsen J, Iversen VV, Kristoffersen M, Wengaard E, Gramstad A, Fosse T, Bjerkvig CK, Apelseth T, Doughty H, Strandenes G.","J Trauma Acute Care Surg. 2018 Jun;84(6S Suppl 1):S125-S131. doi: 10.1097/TA.0000000000001917.","Eliassen HS","J Trauma Acute Care Surg","2018","2018/04/04","","","10.1097/TA.0000000000001917"
"29611322","Small non-coding RNAs are altered by short-term sprint interval training in men","Denham J, Gray AJ, Scott-Hamilton J, Hagstrom AD, Murphy AJ.","Physiol Rep. 2018 Apr;6(7):e13653. doi: 10.14814/phy2.13653.","Denham J","Physiol Rep","2018","2018/04/04","PMC5880879","","10.14814/phy2.13653"
"29609470","Relationships Between Glycemic Control and Cardiovascular Fitness","Moxley EW, Smith D, Quinn L, Park C.","Biol Res Nurs. 2018 Jul;20(4):422-428. doi: 10.1177/1099800418767572. Epub 2018 Apr 2.","Moxley EW","Biol Res Nurs","2018","2018/04/04","PMC6346313","","10.1177/1099800418767572"
"34541491","A comparison of the functional parameters of operability in patients with post-inflammatory lung disease and those with lung cancer requiring lung resection","Amirali MH, Irusen EM, Koegelenberg CFN.","Afr J Thorac Crit Care Med. 2018 Apr 3;24(1):10.7196/AJTCCM2018.v24i1.158. doi: 10.7196/AJTCCM2018.v24i1.158. eCollection 2018.","Amirali MH","Afr J Thorac Crit Care Med","2018","2021/09/20","PMC8432918","","10.7196/AJTCCM2018.v24i1.158"
"29599865","Effect of Compression Garments on Physiological Responses After Uphill Running","Struhár I, Kumstát M, Králová DM.","J Hum Kinet. 2018 Mar 23;61:119-129. doi: 10.1515/hukin-2017-0136. eCollection 2018 Mar.","Struhár I","J Hum Kinet","2018","2018/03/31","PMC5873342","","10.1515/hukin-2017-0136"
"29599863","Aerobic Fitness of Starter and Non-Starter Soccer Players in the Champion's League","Paraskevas G, Hadjicharalambous M.","J Hum Kinet. 2018 Mar 23;61:99-108. doi: 10.1515/hukin-2017-0135. eCollection 2018 Mar.","Paraskevas G","J Hum Kinet","2018","2018/03/31","PMC5873340","","10.1515/hukin-2017-0135"
"29599860","Can Supplementation of Vitamin D Improve Aerobic Capacity in Well Trained Youth Soccer Players?","Jastrzębska M, Kaczmarczyk M, Michalczyk M, Radzimiński Ł, Stępień P, Jastrzębska J, Wakuluk D, Suárez AD, López Sánchez GF, Cięszczyk P, Godlewski P, Król P, Jastrzębski Z.","J Hum Kinet. 2018 Mar 23;61:63-72. doi: 10.2478/hukin-2018-0033. eCollection 2018 Mar.","Jastrzębska M","J Hum Kinet","2018","2018/03/31","PMC5873337","","10.2478/hukin-2018-0033"
"29599724","Age-Predicted Maximal Heart Rate in Recreational Marathon Runners: A Cross-Sectional Study on Fox's and Tanaka's Equations","Nikolaidis PT, Rosemann T, Knechtle B.","Front Physiol. 2018 Mar 15;9:226. doi: 10.3389/fphys.2018.00226. eCollection 2018.","Nikolaidis PT","Front Physiol","2018","2018/03/31","PMC5862813","","10.3389/fphys.2018.00226"
"29594521","Cortical neural arousal is differentially affected by type of physical exercise performed","Hanson NJ, Short LE, Flood LT, Cherup NP, Miller MG.","Exp Brain Res. 2018 Jun;236(6):1643-1649. doi: 10.1007/s00221-018-5247-x. Epub 2018 Mar 28.","Hanson NJ","Exp Brain Res","2018","2018/03/30","","","10.1007/s00221-018-5247-x"
"29593565","Aerobic Interval Training Prevents Age-Dependent Vulnerability to Atrial Fibrillation in Rodents","Malmo V, Kelly A, Garten KS, Stolen T, Rolim NPL, Wisloff U, Smith G, Loennechen JP.","Front Physiol. 2018 Mar 9;9:206. doi: 10.3389/fphys.2018.00206. eCollection 2018.","Malmo V","Front Physiol","2018","2018/03/30","PMC5854689","","10.3389/fphys.2018.00206"
"29590534","The role of IL-6 in exercise-induced anorexia in normal-weight boys","Hunschede S, Schwartz A, Kubant R, Thomas SG, Anderson GH.","Appl Physiol Nutr Metab. 2018 Oct;43(10):979-987. doi: 10.1139/apnm-2018-0019. Epub 2018 Mar 28.","Hunschede S","Appl Physiol Nutr Metab","2018","2018/03/29","","","10.1139/apnm-2018-0019"
"29590340","Exercise cardiac magnetic resonance to differentiate athlete's heart from structural heart disease","Claessen G, Schnell F, Bogaert J, Claeys M, Pattyn N, De Buck F, Dymarkowski S, Claus P, Carré F, Van Cleemput J, La Gerche A, Heidbuchel H.","Eur Heart J Cardiovasc Imaging. 2018 Sep 1;19(9):1062-1070. doi: 10.1093/ehjci/jey050.","Claessen G","Eur Heart J Cardiovasc Imaging","2018","2018/03/29","","","10.1093/ehjci/jey050"
"29590260","Effect of pre-exercise carbohydrate availability on fat oxidation and energy expenditure after a high-intensity exercise","Ferreira GA, Felippe LC, Silva RLS, Bertuzzi R, De Oliveira FR, Pires FO, Lima-Silva AE.","Braz J Med Biol Res. 2018 Mar 26;51(5):e6964. doi: 10.1590/1414-431X20186964.","Ferreira GA","Braz J Med Biol Res","2018","2018/03/29","PMC5886548","","10.1590/1414-431X20186964"
"29589408","High-intensity interval training in overweight and obese children and adolescents: systematic review and meta-analysis","Thivel D, Masurier J, Baquet G, Timmons BW, Pereira B, Berthoin S, Duclos M, Aucouturier J.","J Sports Med Phys Fitness. 2019 Feb;59(2):310-324. doi: 10.23736/S0022-4707.18.08075-1. Epub 2018 Mar 27.","Thivel D","J Sports Med Phys Fitness","2019","2018/03/29","","","10.23736/S0022-4707.18.08075-1"
"29588271","Development of an Exergame to Deliver a Sustained Dose of High-Intensity Training: Formative Pilot Randomized Trial","McBain T, Weston M, Crawshaw P, Haighton C, Spears I.","JMIR Serious Games. 2018 Mar 27;6(1):e4. doi: 10.2196/games.7758.","McBain T","JMIR Serious Games","2018","2018/03/29","PMC5893890","","10.2196/games.7758"
"29588114","Post marathon cardiac troponin T is associated with relative exercise intensity","Richardson AJ, Leckie T, Watkins ER, Fitzpatrick D, Galloway R, Grimaldi R, Baker P.","J Sci Med Sport. 2018 Sep;21(9):880-884. doi: 10.1016/j.jsams.2018.02.005. Epub 2018 Mar 2.","Richardson AJ","J Sci Med Sport","2018","2018/03/29","","","10.1016/j.jsams.2018.02.005"
"29587874","The effects of different forms of daily exercise on metabolic function following short-term overfeeding and reduced physical activity in healthy young men: study protocol for a randomised controlled trial","Walhin JP, Chen YC, Hengist A, Bilzon J, Betts JA, Thompson D.","Trials. 2018 Mar 27;19(1):199. doi: 10.1186/s13063-018-2579-6.","Walhin JP","Trials","2018","2018/03/29","PMC5869768","","10.1186/s13063-018-2579-6"
"29582887","Cardiorespiratory Adaptations in Elderly Men Following Different Concurrent Training Regimes","Cadore EL, Pinto RS, Teodoro JL, da Silva LXN, Menger E, Alberton CL, Cunha G, Schumann M, Bottaro M, ZamboM-Ferraresi F, Izquierdo M.","J Nutr Health Aging. 2018;22(4):483-490. doi: 10.1007/s12603-017-0958-4.","Cadore EL","J Nutr Health Aging","2018","2018/03/28","","","10.1007/s12603-017-0958-4"
"29580754","Energy utilization associated with regular activity breaks and continuous physical activity: A randomized crossover trial","Fenemor SP, Homer AR, Perry TL, Skeaff CM, Peddie MC, Rehrer NJ.","Nutr Metab Cardiovasc Dis. 2018 Jun;28(6):557-564. doi: 10.1016/j.numecd.2018.02.003. Epub 2018 Feb 13.","Fenemor SP","Nutr Metab Cardiovasc Dis","2018","2018/03/28","","","10.1016/j.numecd.2018.02.003"
"29578204","Differences in gene expression related to the outcomes of obesity treatment, peak oxygen uptake, and fatty acid metabolism measured in a cardiopulmonary exercise test","Gruchała-Niedoszytko M, van der Vlies P, Niedoszytko P, Sanjabi B, Niedoszytko M, Kaczkan M, Pieszko M, Gierat-Haponiuk K, Śliwińska A, Szalewska D, Małgorzewicz S.","Pol Arch Intern Med. 2018 May 30;128(5):280-286. doi: 10.20452/pamw.4228. Epub 2018 Mar 26.","Gruchała-Niedoszytko M","Pol Arch Intern Med","2018","2018/03/27","","","10.20452/pamw.4228"
"29571538","Efficacy of an exercise intervention among children with comorbid asthma and obesity","Lucas JA, Moonie S, Hogan MB, Evans WN.","Public Health. 2018 Jun;159:123-128. doi: 10.1016/j.puhe.2018.02.014. Epub 2018 Mar 21.","Lucas JA","Public Health","2018","2018/03/25","","","10.1016/j.puhe.2018.02.014"
"29571290","Exercise capacity in diabetes mellitus is predicted by activity status and cardiac size rather than cardiac function: a case control study","Roberts TJ, Burns AT, MacIsaac RJ, MacIsaac AI, Prior DL, La Gerche A.","Cardiovasc Diabetol. 2018 Mar 23;17(1):44. doi: 10.1186/s12933-018-0688-x.","Roberts TJ","Cardiovasc Diabetol","2018","2018/03/25","PMC5866526","","10.1186/s12933-018-0688-x"
"29570537","Myocellular Responses to Concurrent Flywheel Training during 70 Days of Bed Rest","Murach KA, Minchev K, Grosicki GJ, Lavin KM, Perkins RK, Ryder JW, Scott J, Ploutz-Snyder L, Trappe TA, Trappe S.","Med Sci Sports Exerc. 2018 Sep;50(9):1950-1960. doi: 10.1249/MSS.0000000000001620.","Murach KA","Med Sci Sports Exerc","2018","2018/03/24","","","10.1249/MSS.0000000000001620"
"29570536","Efficacy of Exercise and Testosterone to Mitigate Atrophic Cardiovascular Remodeling","Scott JM, Martin D, Ploutz-Snyder R, Downs M, Dillon EL, Sheffield-Moore M, Urban RJ, Ploutz-Snyder LL.","Med Sci Sports Exerc. 2018 Sep;50(9):1940-1949. doi: 10.1249/MSS.0000000000001619.","Scott JM","Med Sci Sports Exerc","2018","2018/03/24","PMC6095799","NIHMS952994","10.1249/MSS.0000000000001619"
"29566344","Diurnal variation in repeated sprint performance cannot be offset when rectal and muscle temperatures are at optimal levels (38.5°C)","Pullinger SA, Oksa J, Clark LF, Guyatt JWF, Newlove A, Burniston JG, Doran DA, Waterhouse JM, Edwards BJ.","Chronobiol Int. 2018 Aug;35(8):1054-1065. doi: 10.1080/07420528.2018.1454938. Epub 2018 Mar 22.","Pullinger SA","Chronobiol Int","2018","2018/03/23","","","10.1080/07420528.2018.1454938"
"29566090","Aerobic fitness in professional soccer players after anterior cruciate ligament reconstruction","Almeida AM, Santos Silva PR, Pedrinelli A, Hernandez AJ.","PLoS One. 2018 Mar 22;13(3):e0194432. doi: 10.1371/journal.pone.0194432. eCollection 2018.","Almeida AM","PLoS One","2018","2018/03/23","PMC5864031","","10.1371/journal.pone.0194432"
"29564847","Exercise Training at Maximal Fat Oxidation Intensity for Older Women with Type 2 Diabetes","Tan S, Du P, Zhao W, Pang J, Wang J.","Int J Sports Med. 2018 May;39(5):374-381. doi: 10.1055/a-0573-1509. Epub 2018 Mar 21.","Tan S","Int J Sports Med","2018","2018/03/23","","","10.1055/a-0573-1509"
"29563845","Using a site-specific technical error to establish training responsiveness: a preliminary explorative study","Weatherwax RM, Harris NK, Kilding AE, Dalleck LC.","Open Access J Sports Med. 2018 Mar 8;9:47-53. doi: 10.2147/OAJSM.S155440. eCollection 2018.","Weatherwax RM","Open Access J Sports Med","2018","2018/03/23","PMC5848661","","10.2147/OAJSM.S155440"
"29563028","Relationships between older adults' use of time and cardio-respiratory fitness, obesity and cardio-metabolic risk: A compositional isotemporal substitution analysis","Dumuid D, Lewis LK, Olds TS, Maher C, Bondarenko C, Norton L.","Maturitas. 2018 Apr;110:104-110. doi: 10.1016/j.maturitas.2018.02.003. Epub 2018 Feb 7.","Dumuid D","Maturitas","2018","2018/03/23","","","10.1016/j.maturitas.2018.02.003"
"29562613","Effects of Low Versus Moderate Glycemic Index Diets on Aerobic Capacity in Endurance Runners: Three-Week Randomized Controlled Crossover Trial","Durkalec-Michalski K, Zawieja EE, Zawieja BE, Jurkowska D, Buchowski MS, Jeszka J.","Nutrients. 2018 Mar 17;10(3):370. doi: 10.3390/nu10030370.","Durkalec-Michalski K","Nutrients","2018","2018/03/23","PMC5872788","","10.3390/nu10030370"
"29561245","The efficacy of downhill running as a method to enhance running economy in trained distance runners","Shaw AJ, Ingham SA, Folland JP.","Eur J Sport Sci. 2018 Jun;18(5):630-638. doi: 10.1080/17461391.2018.1449892. Epub 2018 Mar 21.","Shaw AJ","Eur J Sport Sci","2018","2018/03/22","","","10.1080/17461391.2018.1449892"
"29560335","Superior Effects of High-Intensity Interval Training Compared to Conventional Therapy on Cardiovascular and Psychological Aspects in Myocardial Infarction","Choi HY, Han HJ, Choi JW, Jung HY, Joa KL.","Ann Rehabil Med. 2018 Feb;42(1):145-153. doi: 10.5535/arm.2018.42.1.145. Epub 2018 Feb 28.","Choi HY","Ann Rehabil Med","2018","2018/03/22","PMC5852218","","10.5535/arm.2018.42.1.145"
"29559674","Executive control processes are associated with individual fitness outcomes following regular exercise training: blood lactate profile curves and neuroimaging findings","Pensel MC, Daamen M, Scheef L, Knigge HU, Rojas Vega S, Martin JA, Schild HH, Strüder HK, Boecker H.","Sci Rep. 2018 Mar 20;8(1):4893. doi: 10.1038/s41598-018-23308-3.","Pensel MC","Sci Rep","2018","2018/03/22","PMC5861091","","10.1038/s41598-018-23308-3"
"29559241","Influence of standing position on mechanical and energy costs in uphill cycling","Bouillod A, Pinot J, Valade A, Cassirame J, Soto-Romero G, Grappe F.","J Biomech. 2018 Apr 27;72:99-105. doi: 10.1016/j.jbiomech.2018.02.034. Epub 2018 Mar 7.","Bouillod A","J Biomech","2018","2018/03/22","","","10.1016/j.jbiomech.2018.02.034"
"29556771","Effects of low-volume high-intensity interval training in a community setting: a pilot study","Reljic D, Wittmann F, Fischer JE.","Eur J Appl Physiol. 2018 Jun;118(6):1153-1167. doi: 10.1007/s00421-018-3845-8. Epub 2018 Mar 19.","Reljic D","Eur J Appl Physiol","2018","2018/03/21","","","10.1007/s00421-018-3845-8"
"29556201","Power Production and Biochemical Markers of Metabolic Stress and Muscle Damage Following a Single Bout of Short-Sprint and Heavy Strength Exercise in Well-Trained Cyclists","Kristoffersen M, Sandbakk Ø, Tønnessen E, Svendsen I, Paulsen G, Ersvær E, Nygård I, Rostad K, Ryningen A, Iversen VV, Skovereng K, Rønnestad BR, Gundersen H.","Front Physiol. 2018 Mar 5;9:155. doi: 10.3389/fphys.2018.00155. eCollection 2018.","Kristoffersen M","Front Physiol","2018","2018/03/21","PMC5845014","","10.3389/fphys.2018.00155"
"29553289","Long-term effect of exercise training in patients after transcatheter aortic valve implantation: Follow-up of the SPORT:TAVI randomised pilot study","Pressler A, Förschner L, Hummel J, Haller B, Christle JW, Halle M.","Eur J Prev Cardiol. 2018 May;25(8):794-801. doi: 10.1177/2047487318765233. Epub 2018 Mar 19.","Pressler A","Eur J Prev Cardiol","2018","2018/03/20","","","10.1177/2047487318765233"
"29552503","Sprint cycling training improves intermittent run performance","Chan HC, Ho WK, Yung PS.","Asia Pac J Sports Med Arthrosc Rehabil Technol. 2017 Dec 1;11:6-11. doi: 10.1016/j.asmart.2017.11.001. eCollection 2018 Jan.","Chan HC","Asia Pac J Sports Med Arthrosc Rehabil Technol","2017","2018/03/20","PMC5850992","","10.1016/j.asmart.2017.11.001"
"29548770","Comparison of Sports Drink Versus Oral Rehydration Solution During Exercise in the Heat","Schleh MW, Dumke CL.","Wilderness Environ Med. 2018 Jun;29(2):185-193. doi: 10.1016/j.wem.2018.01.005. Epub 2018 Mar 14.","Schleh MW","Wilderness Environ Med","2018","2018/03/18","","","10.1016/j.wem.2018.01.005"
"29548689","The association of cardiorespiratory fitness with cardiometabolic factors, markers of inflammation, and endothelial dysfunction in Latino youth: findings from the Hispanic Community Children's Health Study/Study of Latino Youth","Isasi CR, Strizich GM, Kaplan R, Daviglus ML, Sotres-Alvarez D, Vidot DC, Llabre MM, Talavera G, Carnethon MR.","Ann Epidemiol. 2018 Sep;28(9):583-589.e3. doi: 10.1016/j.annepidem.2018.02.007. Epub 2018 Feb 15.","Isasi CR","Ann Epidemiol","2018","2018/03/18","PMC6093801","NIHMS951162","10.1016/j.annepidem.2018.02.007"
"29546618","LED session prior incremental step test enhance VO(2max) in running","Mezzaroba PV, Pessôa Filho DM, Zagatto AM, Machado FA.","Lasers Med Sci. 2018 Aug;33(6):1263-1270. doi: 10.1007/s10103-018-2475-z. Epub 2018 Mar 15.","Mezzaroba PV","Lasers Med Sci","2018","2018/03/17","","","10.1007/s10103-018-2475-z"
"29543135","One-week cocoa flavanol intake increases prefrontal cortex oxygenation at rest and during moderate-intensity exercise in normoxia and hypoxia","Decroix L, Tonoli C, Lespagnol E, Balestra C, Descat A, Drittij-Reijnders MJ, Blackwell JR, Stahl W, Jones AM, Weseler AR, Bast A, Meeusen R, Heyman E.","J Appl Physiol (1985). 2018 Jul 1;125(1):8-18. doi: 10.1152/japplphysiol.00055.2018. Epub 2018 Mar 15.","Decroix L","J Appl Physiol (1985)","2018","2018/03/16","","","10.1152/japplphysiol.00055.2018"
"29541135","The effect of exercises on left ventricular systolic and diastolic heart function in sedentary women: Step-aerobic vs core exercises","Cicek G, Imamoglu O, Gullu A, Celik O, Ozcan O, Gullu E, Yamaner F.","J Exerc Sci Fit. 2017 Dec;15(2):70-75. doi: 10.1016/j.jesf.2017.07.002. Epub 2017 Sep 6.","Cicek G","J Exerc Sci Fit","2017","2018/03/16","PMC5812836","","10.1016/j.jesf.2017.07.002"
"29541134","Effects of prolonged running in the heat and cool environments on selected physiological parameters and salivary lysozyme responses","Ibrahim NS, Chen CK, Ayub A, Muhamad AS.","J Exerc Sci Fit. 2017 Dec;15(2):63-69. doi: 10.1016/j.jesf.2017.08.002. Epub 2017 Sep 1.","Ibrahim NS","J Exerc Sci Fit","2017","2018/03/16","PMC5812877","","10.1016/j.jesf.2017.08.002"
"29541129","Heart rate and VO(2) responses to treadmill running with body weight support using the GlideTrak™","Perry J, Johnson W, Fellingham GW, Vehrs PR.","J Exerc Sci Fit. 2017 Jun;15(1):32-36. doi: 10.1016/j.jesf.2017.06.002. Epub 2017 Jun 29.","Perry J","J Exerc Sci Fit","2017","2018/03/16","PMC5812853","","10.1016/j.jesf.2017.06.002"
"29541128","Association between resting heart rate, metabolic syndrome and cardiorespiratory fitness in Korean male adults","Kang SJ, Ha GC, Ko KJ.","J Exerc Sci Fit. 2017 Jun;15(1):27-31. doi: 10.1016/j.jesf.2017.06.001. Epub 2017 Jun 20.","Kang SJ","J Exerc Sci Fit","2017","2018/03/16","PMC5812868","","10.1016/j.jesf.2017.06.001"
"29539585","Running for extinction? Aerobic exercise as an augmentation of exposure therapy in panic disorder with agoraphobia","Bischoff S, Wieder G, Einsle F, Petzold MB, Janßen C, Mumm JLM, Wittchen HU, Fydrich T, Plag J, Ströhle A.","J Psychiatr Res. 2018 Jun;101:34-41. doi: 10.1016/j.jpsychires.2018.03.001. Epub 2018 Mar 5.","Bischoff S","J Psychiatr Res","2018","2018/03/15","","","10.1016/j.jpsychires.2018.03.001"
"29536150","Association between aerobic fitness and cerebrovascular function with neurocognitive functions in healthy, young adults","Hwang J, Kim K, Brothers RM, Castelli DM, Gonzalez-Lima F.","Exp Brain Res. 2018 May;236(5):1421-1430. doi: 10.1007/s00221-018-5230-6. Epub 2018 Mar 14.","Hwang J","Exp Brain Res","2018","2018/03/15","","","10.1007/s00221-018-5230-6"
"29535642","Measurement of a True [Formula: see text]O(2max) during a Ramp Incremental Test Is Not Confirmed by a Verification Phase","Murias JM, Pogliaghi S, Paterson DH.","Front Physiol. 2018 Feb 27;9:143. doi: 10.3389/fphys.2018.00143. eCollection 2018.","Murias JM","Front Physiol","2018","2018/03/15","PMC5835126","","10.3389/fphys.2018.00143"
"29535588","Carbohydrate Mouth Rinse Improves Cycling Time-Trial Performance without Altering Plasma Insulin Concentration","Murray KO, Paris HL, Fly AD, Chapman RF, Mickleborough TD.","J Sports Sci Med. 2018 Mar 1;17(1):145-152. eCollection 2018 Mar.","Murray KO","J Sports Sci Med","2018","2018/03/15","PMC5844201","",""
"29535587","Individual Responsiveness to Exercise-Induced Fat Loss and Improvement of Metabolic Profile in Young Women is Associated with Polymorphisms of Adrenergic Receptor Genes","Leońska-Duniec A, Jastrzębski Z, Jażdżewska A, Moska W, Lulińska-Kuklik E, Sawczuk M, Gubaydullina SI, Shakirova AT, Cięszczyk P, Maszczyk A, Ahmetov II.","J Sports Sci Med. 2018 Mar 1;17(1):134-144. eCollection 2018 Mar.","Leońska-Duniec A","J Sports Sci Med","2018","2018/03/15","PMC5844200","",""
"29535585","Effect of Endurance Training on The Lactate and Glucose Minimum Intensities","Junior PB, de Andrade VL, Campos EZ, Kalva-Filho CA, Zagatto AM, de Araújo GG, Papoti M.","J Sports Sci Med. 2018 Mar 1;17(1):117-123. eCollection 2018 Mar.","Junior PB","J Sports Sci Med","2018","2018/03/15","PMC5844198","",""
"29535574","Effect of 8 Weeks Soccer Training on Health and Physical Performance in Untrained Women","Ortiz JG, da Silva JF, Carminatti LJ, Guglielmo LGA, Diefenthaeler F.","J Sports Sci Med. 2018 Mar 1;17(1):17-23. eCollection 2018 Mar.","Ortiz JG","J Sports Sci Med","2018","2018/03/15","PMC5844205","",""
